date,nasdaq
2014-01-15,4214.88
2014-01-16,4218.69
2014-01-17,4197.58
2014-01-20,.
2014-01-21,4225.76
2014-01-22,4243.00
2014-01-23,4218.87
2014-01-24,4128.17
2014-01-27,4083.61
2014-01-28,4097.96
2014-01-29,4051.43
2014-01-30,4123.13
2014-01-31,4103.88
2014-02-03,3996.96
2014-02-04,4031.52
2014-02-05,4011.55
2014-02-06,4057.12
2014-02-07,4125.86
2014-02-10,4148.17
2014-02-11,4191.04
2014-02-12,4201.29
2014-02-13,4240.67
2014-02-14,4244.03
2014-02-17,.
2014-02-18,4272.78
2014-02-19,4237.95
2014-02-20,4267.55
2014-02-21,4263.41
2014-02-24,4292.97
2014-02-25,4287.59
2014-02-26,4292.06
2014-02-27,4318.93
2014-02-28,4308.12
2014-03-03,4277.30
2014-03-04,4351.97
2014-03-05,4357.97
2014-03-06,4352.13
2014-03-07,4336.22
2014-03-10,4334.45
2014-03-11,4307.19
2014-03-12,4323.33
2014-03-13,4260.42
2014-03-14,4245.40
2014-03-17,4279.95
2014-03-18,4333.31
2014-03-19,4307.60
2014-03-20,4319.29
2014-03-21,4276.79
2014-03-24,4226.39
2014-03-25,4234.27
2014-03-26,4173.58
2014-03-27,4151.23
2014-03-28,4155.76
2014-03-31,4198.99
2014-04-01,4268.04
2014-04-02,4276.46
2014-04-03,4237.74
2014-04-04,4127.73
2014-04-07,4079.75
2014-04-08,4112.99
2014-04-09,4183.90
2014-04-10,4054.11
2014-04-11,3999.73
2014-04-14,4022.69
2014-04-15,4034.16
2014-04-16,4086.23
2014-04-17,4095.52
2014-04-18,.
2014-04-21,4121.55
2014-04-22,4161.46
2014-04-23,4126.97
2014-04-24,4148.34
2014-04-25,4075.56
2014-04-28,4074.40
2014-04-29,4103.54
2014-04-30,4114.56
2014-05-01,4127.45
2014-05-02,4123.90
2014-05-05,4138.06
2014-05-06,4080.76
2014-05-07,4067.67
2014-05-08,4051.50
2014-05-09,4071.87
2014-05-12,4143.86
2014-05-13,4130.17
2014-05-14,4100.63
2014-05-15,4069.29
2014-05-16,4090.59
2014-05-19,4125.82
2014-05-20,4096.89
2014-05-21,4131.54
2014-05-22,4154.34
2014-05-23,4185.81
2014-05-26,.
2014-05-27,4237.07
2014-05-28,4225.07
2014-05-29,4247.95
2014-05-30,4242.62
2014-06-02,4237.20
2014-06-03,4234.08
2014-06-04,4251.64
2014-06-05,4296.23
2014-06-06,4321.40
2014-06-09,4336.24
2014-06-10,4338.00
2014-06-11,4331.93
2014-06-12,4297.63
2014-06-13,4310.65
2014-06-16,4321.11
2014-06-17,4337.23
2014-06-18,4362.84
2014-06-19,4359.33
2014-06-20,4368.04
2014-06-23,4368.68
2014-06-24,4350.36
2014-06-25,4379.76
2014-06-26,4379.05
2014-06-27,4397.93
2014-06-30,4408.18
2014-07-01,4458.65
2014-07-02,4457.73
2014-07-03,4485.93
2014-07-04,.
2014-07-07,4451.53
2014-07-08,4391.46
2014-07-09,4419.03
2014-07-10,4396.20
2014-07-11,4415.49
2014-07-14,4440.42
2014-07-15,4416.39
2014-07-16,4425.97
2014-07-17,4363.45
2014-07-18,4432.15
2014-07-21,4424.70
2014-07-22,4456.02
2014-07-23,4473.70
2014-07-24,4472.11
2014-07-25,4449.56
2014-07-28,4444.91
2014-07-29,4442.70
2014-07-30,4462.90
2014-07-31,4369.77
2014-08-01,4352.64
2014-08-04,4383.89
2014-08-05,4352.84
2014-08-06,4355.05
2014-08-07,4334.97
2014-08-08,4370.90
2014-08-11,4401.33
2014-08-12,4389.25
2014-08-13,4434.13
2014-08-14,4453.00
2014-08-15,4464.93
2014-08-18,4508.31
2014-08-19,4527.51
2014-08-20,4526.48
2014-08-21,4532.10
2014-08-22,4538.55
2014-08-25,4557.35
2014-08-26,4570.64
2014-08-27,4569.62
2014-08-28,4557.70
2014-08-29,4580.27
2014-09-01,.
2014-09-02,4598.19
2014-09-03,4572.57
2014-09-04,4562.29
2014-09-05,4582.90
2014-09-08,4592.29
2014-09-09,4552.29
2014-09-10,4586.52
2014-09-11,4591.81
2014-09-12,4567.60
2014-09-15,4518.90
2014-09-16,4552.76
2014-09-17,4562.19
2014-09-18,4593.43
2014-09-19,4579.79
2014-09-22,4527.69
2014-09-23,4508.69
2014-09-24,4555.22
2014-09-25,4466.75
2014-09-26,4512.19
2014-09-29,4505.85
2014-09-30,4493.39
2014-10-01,4422.09
2014-10-02,4430.20
2014-10-03,4475.62
2014-10-06,4454.80
2014-10-07,4385.20
2014-10-08,4468.59
2014-10-09,4378.34
2014-10-10,4276.24
2014-10-13,4213.66
2014-10-14,4227.17
2014-10-15,4215.32
2014-10-16,4217.39
2014-10-17,4258.44
2014-10-20,4316.07
2014-10-21,4419.48
2014-10-22,4382.85
2014-10-23,4452.79
2014-10-24,4483.72
2014-10-27,4485.93
2014-10-28,4564.29
2014-10-29,4549.23
2014-10-30,4566.14
2014-10-31,4630.74
2014-11-03,4638.91
2014-11-04,4623.64
2014-11-05,4620.72
2014-11-06,4638.47
2014-11-07,4632.53
2014-11-10,4651.62
2014-11-11,4660.56
2014-11-12,4675.13
2014-11-13,4680.14
2014-11-14,4688.54
2014-11-17,4671.00
2014-11-18,4702.44
2014-11-19,4675.71
2014-11-20,4701.87
2014-11-21,4712.97
2014-11-24,4754.89
2014-11-25,4758.25
2014-11-26,4787.32
2014-11-27,.
2014-11-28,4791.63
2014-12-01,4727.35
2014-12-02,4755.81
2014-12-03,4774.47
2014-12-04,4769.44
2014-12-05,4780.76
2014-12-08,4740.69
2014-12-09,4766.47
2014-12-10,4684.03
2014-12-11,4708.16
2014-12-12,4653.60
2014-12-15,4605.16
2014-12-16,4547.83
2014-12-17,4644.31
2014-12-18,4748.40
2014-12-19,4765.38
2014-12-22,4781.42
2014-12-23,4765.42
2014-12-24,4773.47
2014-12-25,.
2014-12-26,4806.86
2014-12-29,4806.91
2014-12-30,4777.44
2014-12-31,4736.05
2015-01-01,.
2015-01-02,4726.81
2015-01-05,4652.57
2015-01-06,4592.74
2015-01-07,4650.47
2015-01-08,4736.19
2015-01-09,4704.07
2015-01-12,4664.71
2015-01-13,4661.50
2015-01-14,4639.32
2015-01-15,4570.82
2015-01-16,4634.38
2015-01-19,.
2015-01-20,4654.85
2015-01-21,4667.42
2015-01-22,4750.40
2015-01-23,4757.88
2015-01-26,4771.76
2015-01-27,4681.50
2015-01-28,4637.99
2015-01-29,4683.41
2015-01-30,4635.24
2015-02-02,4676.69
2015-02-03,4727.74
2015-02-04,4716.70
2015-02-05,4765.10
2015-02-06,4744.40
2015-02-09,4726.01
2015-02-10,4787.64
2015-02-11,4801.18
2015-02-12,4857.61
2015-02-13,4893.84
2015-02-16,.
2015-02-17,4899.27
2015-02-18,4906.36
2015-02-19,4924.70
2015-02-20,4955.97
2015-02-23,4960.97
2015-02-24,4968.12
2015-02-25,4967.14
2015-02-26,4987.89
2015-02-27,4963.53
2015-03-02,5008.10
2015-03-03,4979.90
2015-03-04,4967.14
2015-03-05,4982.81
2015-03-06,4927.37
2015-03-09,4942.44
2015-03-10,4859.79
2015-03-11,4849.94
2015-03-12,4893.29
2015-03-13,4871.76
2015-03-16,4929.51
2015-03-17,4937.43
2015-03-18,4982.83
2015-03-19,4992.38
2015-03-20,5026.42
2015-03-23,5010.97
2015-03-24,4994.73
2015-03-25,4876.52
2015-03-26,4863.36
2015-03-27,4891.22
2015-03-30,4947.44
2015-03-31,4900.89
2015-04-01,4880.23
2015-04-02,4886.94
2015-04-03,.
2015-04-06,4917.32
2015-04-07,4910.23
2015-04-08,4950.82
2015-04-09,4974.56
2015-04-10,4995.98
2015-04-13,4988.25
2015-04-14,4977.29
2015-04-15,5011.02
2015-04-16,5007.79
2015-04-17,4931.81
2015-04-20,4994.60
2015-04-21,5014.10
2015-04-22,5035.17
2015-04-23,5056.06
2015-04-24,5092.08
2015-04-27,5060.25
2015-04-28,5055.42
2015-04-29,5023.64
2015-04-30,4941.42
2015-05-01,5005.39
2015-05-04,5016.93
2015-05-05,4939.33
2015-05-06,4919.64
2015-05-07,4945.54
2015-05-08,5003.55
2015-05-11,4993.57
2015-05-12,4976.19
2015-05-13,4981.69
2015-05-14,5050.80
2015-05-15,5048.29
2015-05-18,5078.44
2015-05-19,5070.03
2015-05-20,5071.74
2015-05-21,5090.79
2015-05-22,5089.36
2015-05-25,.
2015-05-26,5032.75
2015-05-27,5106.59
2015-05-28,5097.98
2015-05-29,5070.03
2015-06-01,5082.93
2015-06-02,5076.52
2015-06-03,5099.23
2015-06-04,5059.12
2015-06-05,5068.46
2015-06-08,5021.63
2015-06-09,5013.87
2015-06-10,5076.69
2015-06-11,5082.51
2015-06-12,5051.10
2015-06-15,5029.97
2015-06-16,5055.55
2015-06-17,5064.88
2015-06-18,5132.95
2015-06-19,5117.00
2015-06-22,5153.97
2015-06-23,5160.09
2015-06-24,5122.41
2015-06-25,5112.19
2015-06-26,5080.51
2015-06-29,4958.47
2015-06-30,4986.87
2015-07-01,5013.12
2015-07-02,5009.21
2015-07-03,.
2015-07-06,4991.94
2015-07-07,4997.46
2015-07-08,4909.76
2015-07-09,4922.40
2015-07-10,4997.70
2015-07-13,5071.51
2015-07-14,5104.89
2015-07-15,5098.94
2015-07-16,5163.18
2015-07-17,5210.14
2015-07-20,5218.86
2015-07-21,5208.12
2015-07-22,5171.77
2015-07-23,5146.41
2015-07-24,5088.63
2015-07-27,5039.78
2015-07-28,5089.21
2015-07-29,5111.73
2015-07-30,5128.78
2015-07-31,5128.28
2015-08-03,5115.38
2015-08-04,5105.55
2015-08-05,5139.94
2015-08-06,5056.44
2015-08-07,5043.54
2015-08-10,5101.80
2015-08-11,5036.79
2015-08-12,5044.39
2015-08-13,5033.56
2015-08-14,5048.24
2015-08-17,5091.70
2015-08-18,5059.35
2015-08-19,5019.05
2015-08-20,4877.49
2015-08-21,4706.04
2015-08-24,4526.25
2015-08-25,4506.49
2015-08-26,4697.54
2015-08-27,4812.71
2015-08-28,4828.32
2015-08-31,4776.51
2015-09-01,4636.11
2015-09-02,4749.98
2015-09-03,4733.50
2015-09-04,4683.92
2015-09-07,.
2015-09-08,4811.93
2015-09-09,4756.53
2015-09-10,4796.25
2015-09-11,4822.34
2015-09-14,4805.76
2015-09-15,4860.52
2015-09-16,4889.24
2015-09-17,4893.95
2015-09-18,4827.23
2015-09-21,4828.95
2015-09-22,4756.72
2015-09-23,4752.74
2015-09-24,4734.48
2015-09-25,4686.50
2015-09-28,4543.97
2015-09-29,4517.32
2015-09-30,4620.16
2015-10-01,4627.08
2015-10-02,4707.78
2015-10-05,4781.26
2015-10-06,4748.36
2015-10-07,4791.15
2015-10-08,4810.79
2015-10-09,4830.47
2015-10-12,4838.64
2015-10-13,4796.61
2015-10-14,4782.85
2015-10-15,4870.10
2015-10-16,4886.69
2015-10-19,4905.47
2015-10-20,4880.97
2015-10-21,4840.12
2015-10-22,4920.05
2015-10-23,5031.86
2015-10-26,5034.70
2015-10-27,5030.15
2015-10-28,5095.69
2015-10-29,5074.27
2015-10-30,5053.75
2015-11-02,5127.15
2015-11-03,5145.13
2015-11-04,5142.48
2015-11-05,5127.74
2015-11-06,5147.12
2015-11-09,5095.30
2015-11-10,5083.24
2015-11-11,5067.02
2015-11-12,5005.08
2015-11-13,4927.88
2015-11-16,4984.62
2015-11-17,4986.01
2015-11-18,5075.20
2015-11-19,5073.64
2015-11-20,5104.92
2015-11-23,5102.48
2015-11-24,5102.81
2015-11-25,5116.14
2015-11-26,.
2015-11-27,5127.52
2015-11-30,5108.67
2015-12-01,5156.31
2015-12-02,5123.22
2015-12-03,5037.53
2015-12-04,5142.27
2015-12-07,5101.81
2015-12-08,5098.24
2015-12-09,5022.87
2015-12-10,5045.17
2015-12-11,4933.47
2015-12-14,4952.23
2015-12-15,4995.36
2015-12-16,5071.13
2015-12-17,5002.55
2015-12-18,4923.08
2015-12-21,4968.92
2015-12-22,5001.11
2015-12-23,5045.93
2015-12-24,5048.49
2015-12-25,.
2015-12-28,5040.99
2015-12-29,5107.94
2015-12-30,5065.85
2015-12-31,5007.41
2016-01-01,.
2016-01-04,4903.09
2016-01-05,4891.43
2016-01-06,4835.76
2016-01-07,4689.43
2016-01-08,4643.63
2016-01-11,4637.99
2016-01-12,4685.92
2016-01-13,4526.06
2016-01-14,4615.00
2016-01-15,4488.42
2016-01-18,.
2016-01-19,4476.95
2016-01-20,4471.69
2016-01-21,4472.06
2016-01-22,4591.18
2016-01-25,4518.49
2016-01-26,4567.67
2016-01-27,4468.17
2016-01-28,4506.68
2016-01-29,4613.95
2016-02-01,4620.37
2016-02-02,4516.95
2016-02-03,4504.24
2016-02-04,4509.56
2016-02-05,4363.14
2016-02-08,4283.75
2016-02-09,4268.76
2016-02-10,4283.59
2016-02-11,4266.84
2016-02-12,4337.51
2016-02-15,.
2016-02-16,4435.96
2016-02-17,4534.06
2016-02-18,4487.54
2016-02-19,4504.43
2016-02-22,4570.61
2016-02-23,4503.58
2016-02-24,4542.61
2016-02-25,4582.20
2016-02-26,4590.47
2016-02-29,4557.95
2016-03-01,4689.60
2016-03-02,4703.42
2016-03-03,4707.42
2016-03-04,4717.02
2016-03-07,4708.25
2016-03-08,4648.82
2016-03-09,4674.38
2016-03-10,4662.16
2016-03-11,4748.47
2016-03-14,4750.28
2016-03-15,4728.67
2016-03-16,4763.97
2016-03-17,4774.99
2016-03-18,4795.65
2016-03-21,4808.87
2016-03-22,4821.66
2016-03-23,4768.86
2016-03-24,4773.51
2016-03-25,.
2016-03-28,4766.79
2016-03-29,4846.62
2016-03-30,4869.29
2016-03-31,4869.85
2016-04-01,4914.54
2016-04-04,4891.80
2016-04-05,4843.93
2016-04-06,4920.72
2016-04-07,4848.37
2016-04-08,4850.69
2016-04-11,4833.40
2016-04-12,4872.09
2016-04-13,4947.42
2016-04-14,4945.89
2016-04-15,4938.22
2016-04-18,4960.02
2016-04-19,4940.33
2016-04-20,4948.13
2016-04-21,4945.89
2016-04-22,4906.23
2016-04-25,4895.79
2016-04-26,4888.28
2016-04-27,4863.14
2016-04-28,4805.29
2016-04-29,4775.36
2016-05-02,4817.59
2016-05-03,4763.22
2016-05-04,4725.64
2016-05-05,4717.09
2016-05-06,4736.16
2016-05-09,4750.21
2016-05-10,4809.88
2016-05-11,4760.69
2016-05-12,4737.33
2016-05-13,4717.68
2016-05-16,4775.46
2016-05-17,4715.73
2016-05-18,4739.12
2016-05-19,4712.53
2016-05-20,4769.56
2016-05-23,4765.78
2016-05-24,4861.06
2016-05-25,4894.89
2016-05-26,4901.77
2016-05-27,4933.50
2016-05-30,.
2016-05-31,4948.05
2016-06-01,4952.25
2016-06-02,4971.36
2016-06-03,4942.52
2016-06-06,4968.71
2016-06-07,4961.75
2016-06-08,4974.64
2016-06-09,4958.62
2016-06-10,4894.55
2016-06-13,4848.44
2016-06-14,4843.55
2016-06-15,4834.93
2016-06-16,4844.91
2016-06-17,4800.34
2016-06-20,4837.21
2016-06-21,4843.76
2016-06-22,4833.32
2016-06-23,4910.04
2016-06-24,4707.98
2016-06-27,4594.44
2016-06-28,4691.87
2016-06-29,4779.25
2016-06-30,4842.67
2016-07-01,4862.57
2016-07-04,.
2016-07-05,4822.90
